variant,seed,dataset,axis,group,support,n_correct,recall
orig,42,test,quality,diminished,240,240,1.0
orig,42,test,quality,major,240,240,1.0
orig,42,test,quality,minor,240,240,1.0
orig,42,test,root,A,60,60,1.0
orig,42,test,root,A#,60,60,1.0
orig,42,test,root,B,60,60,1.0
orig,42,test,root,C,60,60,1.0
orig,42,test,root,C#,60,60,1.0
orig,42,test,root,D,60,60,1.0
orig,42,test,root,D#,60,60,1.0
orig,42,test,root,E,60,60,1.0
orig,42,test,root,F,60,60,1.0
orig,42,test,root,F#,60,60,1.0
orig,42,test,root,G,60,60,1.0
orig,42,test,root,G#,60,60,1.0
orig,42,val,quality,diminished,240,240,1.0
orig,42,val,quality,major,240,240,1.0
orig,42,val,quality,minor,240,240,1.0
orig,42,val,root,A,60,60,1.0
orig,42,val,root,A#,60,60,1.0
orig,42,val,root,B,60,60,1.0
orig,42,val,root,C,60,60,1.0
orig,42,val,root,C#,60,60,1.0
orig,42,val,root,D,60,60,1.0
orig,42,val,root,D#,60,60,1.0
orig,42,val,root,E,60,60,1.0
orig,42,val,root,F,60,60,1.0
orig,42,val,root,F#,60,60,1.0
orig,42,val,root,G,60,60,1.0
orig,42,val,root,G#,60,60,1.0
orig,42,thinkpad,quality,diminished,480,480,1.0
orig,42,thinkpad,quality,major,480,400,0.8333333333333334
orig,42,thinkpad,quality,minor,480,366,0.7625
orig,42,thinkpad,root,A,120,112,0.9333333333333332
orig,42,thinkpad,root,A#,120,119,0.9916666666666668
orig,42,thinkpad,root,B,120,105,0.875
orig,42,thinkpad,root,C,120,120,1.0
orig,42,thinkpad,root,C#,120,113,0.9416666666666668
orig,42,thinkpad,root,D,120,68,0.5666666666666667
orig,42,thinkpad,root,D#,120,56,0.4666666666666667
orig,42,thinkpad,root,E,120,110,0.9166666666666666
orig,42,thinkpad,root,F,120,92,0.7666666666666667
orig,42,thinkpad,root,F#,120,120,1.0
orig,42,thinkpad,root,G,120,120,1.0
orig,42,thinkpad,root,G#,120,120,1.0
orig,42,vivo,quality,diminished,480,445,0.9270833333333334
orig,42,vivo,quality,major,480,480,1.0
orig,42,vivo,quality,minor,480,479,0.9979166666666668
orig,42,vivo,root,A,120,120,1.0
orig,42,vivo,root,A#,120,120,1.0
orig,42,vivo,root,B,120,120,1.0
orig,42,vivo,root,C,120,120,1.0
orig,42,vivo,root,C#,120,120,1.0
orig,42,vivo,root,D,120,120,1.0
orig,42,vivo,root,D#,120,119,0.9916666666666668
orig,42,vivo,root,E,120,120,1.0
orig,42,vivo,root,F,120,120,1.0
orig,42,vivo,root,F#,120,120,1.0
orig,42,vivo,root,G,120,120,1.0
orig,42,vivo,root,G#,120,120,1.0
orig,42,flow,quality,diminished,480,480,1.0
orig,42,flow,quality,major,480,477,0.99375
orig,42,flow,quality,minor,480,474,0.9875
orig,42,flow,root,A,120,120,1.0
orig,42,flow,root,A#,120,120,1.0
orig,42,flow,root,B,120,119,0.9916666666666668
orig,42,flow,root,C,120,120,1.0
orig,42,flow,root,C#,120,120,1.0
orig,42,flow,root,D,120,119,0.9916666666666668
orig,42,flow,root,D#,120,118,0.9833333333333332
orig,42,flow,root,E,120,119,0.9916666666666668
orig,42,flow,root,F,120,120,1.0
orig,42,flow,root,F#,120,120,1.0
orig,42,flow,root,G,120,119,0.9916666666666668
orig,42,flow,root,G#,120,120,1.0
orig,42,thinkpad-2,quality,diminished,480,475,0.9895833333333334
orig,42,thinkpad-2,quality,major,480,232,0.4833333333333333
orig,42,thinkpad-2,quality,minor,480,251,0.5229166666666667
orig,42,thinkpad-2,root,A,120,17,0.1416666666666666
orig,42,thinkpad-2,root,A#,120,50,0.4166666666666667
orig,42,thinkpad-2,root,B,120,0,0.0
orig,42,thinkpad-2,root,C,120,120,1.0
orig,42,thinkpad-2,root,C#,120,114,0.95
orig,42,thinkpad-2,root,D,120,63,0.525
orig,42,thinkpad-2,root,D#,120,111,0.925
orig,42,thinkpad-2,root,E,120,108,0.9
orig,42,thinkpad-2,root,F,120,83,0.6916666666666667
orig,42,thinkpad-2,root,F#,120,87,0.725
orig,42,thinkpad-2,root,G,120,80,0.6666666666666666
orig,42,thinkpad-2,root,G#,120,25,0.2083333333333333
orig,42,flow-2,quality,diminished,480,479,0.9979166666666668
orig,42,flow-2,quality,major,480,350,0.7291666666666666
orig,42,flow-2,quality,minor,480,377,0.7854166666666667
orig,42,flow-2,root,A,120,48,0.4
orig,42,flow-2,root,A#,120,87,0.725
orig,42,flow-2,root,B,120,18,0.15
orig,42,flow-2,root,C,120,120,1.0
orig,42,flow-2,root,C#,120,118,0.9833333333333332
orig,42,flow-2,root,D,120,120,1.0
orig,42,flow-2,root,D#,120,119,0.9916666666666668
orig,42,flow-2,root,E,120,116,0.9666666666666668
orig,42,flow-2,root,F,120,118,0.9833333333333332
orig,42,flow-2,root,F#,120,119,0.9916666666666668
orig,42,flow-2,root,G,120,97,0.8083333333333333
orig,42,flow-2,root,G#,120,93,0.775
orig,43,test,quality,diminished,240,240,1.0
orig,43,test,quality,major,240,240,1.0
orig,43,test,quality,minor,240,240,1.0
orig,43,test,root,A,60,60,1.0
orig,43,test,root,A#,60,60,1.0
orig,43,test,root,B,60,60,1.0
orig,43,test,root,C,60,60,1.0
orig,43,test,root,C#,60,60,1.0
orig,43,test,root,D,60,60,1.0
orig,43,test,root,D#,60,60,1.0
orig,43,test,root,E,60,60,1.0
orig,43,test,root,F,60,60,1.0
orig,43,test,root,F#,60,60,1.0
orig,43,test,root,G,60,60,1.0
orig,43,test,root,G#,60,60,1.0
orig,43,val,quality,diminished,240,240,1.0
orig,43,val,quality,major,240,240,1.0
orig,43,val,quality,minor,240,240,1.0
orig,43,val,root,A,60,60,1.0
orig,43,val,root,A#,60,60,1.0
orig,43,val,root,B,60,60,1.0
orig,43,val,root,C,60,60,1.0
orig,43,val,root,C#,60,60,1.0
orig,43,val,root,D,60,60,1.0
orig,43,val,root,D#,60,60,1.0
orig,43,val,root,E,60,60,1.0
orig,43,val,root,F,60,60,1.0
orig,43,val,root,F#,60,60,1.0
orig,43,val,root,G,60,60,1.0
orig,43,val,root,G#,60,60,1.0
orig,43,thinkpad,quality,diminished,480,480,1.0
orig,43,thinkpad,quality,major,480,404,0.8416666666666667
orig,43,thinkpad,quality,minor,480,393,0.81875
orig,43,thinkpad,root,A,120,107,0.8916666666666667
orig,43,thinkpad,root,A#,120,120,1.0
orig,43,thinkpad,root,B,120,117,0.975
orig,43,thinkpad,root,C,120,120,1.0
orig,43,thinkpad,root,C#,120,113,0.9416666666666668
orig,43,thinkpad,root,D,120,76,0.6333333333333333
orig,43,thinkpad,root,D#,120,63,0.525
orig,43,thinkpad,root,E,120,114,0.95
orig,43,thinkpad,root,F,120,92,0.7666666666666667
orig,43,thinkpad,root,F#,120,120,1.0
orig,43,thinkpad,root,G,120,120,1.0
orig,43,thinkpad,root,G#,120,120,1.0
orig,43,vivo,quality,diminished,480,450,0.9375
orig,43,vivo,quality,major,480,480,1.0
orig,43,vivo,quality,minor,480,479,0.9979166666666668
orig,43,vivo,root,A,120,120,1.0
orig,43,vivo,root,A#,120,120,1.0
orig,43,vivo,root,B,120,120,1.0
orig,43,vivo,root,C,120,120,1.0
orig,43,vivo,root,C#,120,120,1.0
orig,43,vivo,root,D,120,120,1.0
orig,43,vivo,root,D#,120,119,0.9916666666666668
orig,43,vivo,root,E,120,119,0.9916666666666668
orig,43,vivo,root,F,120,120,1.0
orig,43,vivo,root,F#,120,120,1.0
orig,43,vivo,root,G,120,120,1.0
orig,43,vivo,root,G#,120,120,1.0
orig,43,flow,quality,diminished,480,480,1.0
orig,43,flow,quality,major,480,477,0.99375
orig,43,flow,quality,minor,480,476,0.9916666666666668
orig,43,flow,root,A,120,120,1.0
orig,43,flow,root,A#,120,120,1.0
orig,43,flow,root,B,120,120,1.0
orig,43,flow,root,C,120,120,1.0
orig,43,flow,root,C#,120,120,1.0
orig,43,flow,root,D,120,119,0.9916666666666668
orig,43,flow,root,D#,120,119,0.9916666666666668
orig,43,flow,root,E,120,119,0.9916666666666668
orig,43,flow,root,F,120,120,1.0
orig,43,flow,root,F#,120,120,1.0
orig,43,flow,root,G,120,119,0.9916666666666668
orig,43,flow,root,G#,120,120,1.0
orig,43,thinkpad-2,quality,diminished,480,480,1.0
orig,43,thinkpad-2,quality,major,480,240,0.5
orig,43,thinkpad-2,quality,minor,480,258,0.5375
orig,43,thinkpad-2,root,A,120,1,0.0083333333333333
orig,43,thinkpad-2,root,A#,120,57,0.475
orig,43,thinkpad-2,root,B,120,0,0.0
orig,43,thinkpad-2,root,C,120,120,1.0
orig,43,thinkpad-2,root,C#,120,116,0.9666666666666668
orig,43,thinkpad-2,root,D,120,67,0.5583333333333333
orig,43,thinkpad-2,root,D#,120,113,0.9416666666666668
orig,43,thinkpad-2,root,E,120,109,0.9083333333333332
orig,43,thinkpad-2,root,F,120,86,0.7166666666666667
orig,43,thinkpad-2,root,F#,120,77,0.6416666666666667
orig,43,thinkpad-2,root,G,120,76,0.6333333333333333
orig,43,thinkpad-2,root,G#,120,44,0.3666666666666666
orig,43,flow-2,quality,diminished,480,480,1.0
orig,43,flow-2,quality,major,480,380,0.7916666666666666
orig,43,flow-2,quality,minor,480,374,0.7791666666666667
orig,43,flow-2,root,A,120,23,0.1916666666666666
orig,43,flow-2,root,A#,120,91,0.7583333333333333
orig,43,flow-2,root,B,120,35,0.2916666666666667
orig,43,flow-2,root,C,120,120,1.0
orig,43,flow-2,root,C#,120,119,0.9916666666666668
orig,43,flow-2,root,D,120,120,1.0
orig,43,flow-2,root,D#,120,119,0.9916666666666668
orig,43,flow-2,root,E,120,116,0.9666666666666668
orig,43,flow-2,root,F,120,118,0.9833333333333332
orig,43,flow-2,root,F#,120,119,0.9916666666666668
orig,43,flow-2,root,G,120,103,0.8583333333333333
orig,43,flow-2,root,G#,120,110,0.9166666666666666
orig,44,test,quality,diminished,240,240,1.0
orig,44,test,quality,major,240,240,1.0
orig,44,test,quality,minor,240,240,1.0
orig,44,test,root,A,60,60,1.0
orig,44,test,root,A#,60,60,1.0
orig,44,test,root,B,60,60,1.0
orig,44,test,root,C,60,60,1.0
orig,44,test,root,C#,60,60,1.0
orig,44,test,root,D,60,60,1.0
orig,44,test,root,D#,60,60,1.0
orig,44,test,root,E,60,60,1.0
orig,44,test,root,F,60,60,1.0
orig,44,test,root,F#,60,60,1.0
orig,44,test,root,G,60,60,1.0
orig,44,test,root,G#,60,60,1.0
orig,44,val,quality,diminished,240,240,1.0
orig,44,val,quality,major,240,240,1.0
orig,44,val,quality,minor,240,240,1.0
orig,44,val,root,A,60,60,1.0
orig,44,val,root,A#,60,60,1.0
orig,44,val,root,B,60,60,1.0
orig,44,val,root,C,60,60,1.0
orig,44,val,root,C#,60,60,1.0
orig,44,val,root,D,60,60,1.0
orig,44,val,root,D#,60,60,1.0
orig,44,val,root,E,60,60,1.0
orig,44,val,root,F,60,60,1.0
orig,44,val,root,F#,60,60,1.0
orig,44,val,root,G,60,60,1.0
orig,44,val,root,G#,60,60,1.0
orig,44,thinkpad,quality,diminished,480,480,1.0
orig,44,thinkpad,quality,major,480,370,0.7708333333333334
orig,44,thinkpad,quality,minor,480,322,0.6708333333333333
orig,44,thinkpad,root,A,120,109,0.9083333333333332
orig,44,thinkpad,root,A#,120,90,0.75
orig,44,thinkpad,root,B,120,99,0.825
orig,44,thinkpad,root,C,120,120,1.0
orig,44,thinkpad,root,C#,120,113,0.9416666666666668
orig,44,thinkpad,root,D,120,61,0.5083333333333333
orig,44,thinkpad,root,D#,120,46,0.3833333333333333
orig,44,thinkpad,root,E,120,108,0.9
orig,44,thinkpad,root,F,120,74,0.6166666666666667
orig,44,thinkpad,root,F#,120,119,0.9916666666666668
orig,44,thinkpad,root,G,120,120,1.0
orig,44,thinkpad,root,G#,120,120,1.0
orig,44,vivo,quality,diminished,480,444,0.925
orig,44,vivo,quality,major,480,480,1.0
orig,44,vivo,quality,minor,480,479,0.9979166666666668
orig,44,vivo,root,A,120,120,1.0
orig,44,vivo,root,A#,120,120,1.0
orig,44,vivo,root,B,120,120,1.0
orig,44,vivo,root,C,120,120,1.0
orig,44,vivo,root,C#,120,120,1.0
orig,44,vivo,root,D,120,120,1.0
orig,44,vivo,root,D#,120,119,0.9916666666666668
orig,44,vivo,root,E,120,120,1.0
orig,44,vivo,root,F,120,120,1.0
orig,44,vivo,root,F#,120,120,1.0
orig,44,vivo,root,G,120,120,1.0
orig,44,vivo,root,G#,120,120,1.0
orig,44,flow,quality,diminished,480,480,1.0
orig,44,flow,quality,major,480,476,0.9916666666666668
orig,44,flow,quality,minor,480,476,0.9916666666666668
orig,44,flow,root,A,120,120,1.0
orig,44,flow,root,A#,120,120,1.0
orig,44,flow,root,B,120,119,0.9916666666666668
orig,44,flow,root,C,120,120,1.0
orig,44,flow,root,C#,120,120,1.0
orig,44,flow,root,D,120,119,0.9916666666666668
orig,44,flow,root,D#,120,119,0.9916666666666668
orig,44,flow,root,E,120,118,0.9833333333333332
orig,44,flow,root,F,120,120,1.0
orig,44,flow,root,F#,120,120,1.0
orig,44,flow,root,G,120,119,0.9916666666666668
orig,44,flow,root,G#,120,119,0.9916666666666668
orig,44,thinkpad-2,quality,diminished,480,480,1.0
orig,44,thinkpad-2,quality,major,480,207,0.43125
orig,44,thinkpad-2,quality,minor,480,238,0.4958333333333333
orig,44,thinkpad-2,root,A,120,9,0.075
orig,44,thinkpad-2,root,A#,120,44,0.3666666666666666
orig,44,thinkpad-2,root,B,120,0,0.0
orig,44,thinkpad-2,root,C,120,120,1.0
orig,44,thinkpad-2,root,C#,120,112,0.9333333333333332
orig,44,thinkpad-2,root,D,120,61,0.5083333333333333
orig,44,thinkpad-2,root,D#,120,111,0.925
orig,44,thinkpad-2,root,E,120,107,0.8916666666666667
orig,44,thinkpad-2,root,F,120,65,0.5416666666666666
orig,44,thinkpad-2,root,F#,120,73,0.6083333333333333
orig,44,thinkpad-2,root,G,120,80,0.6666666666666666
orig,44,thinkpad-2,root,G#,120,30,0.25
orig,44,flow-2,quality,diminished,480,480,1.0
orig,44,flow-2,quality,major,480,334,0.6958333333333333
orig,44,flow-2,quality,minor,480,351,0.73125
orig,44,flow-2,root,A,120,40,0.3333333333333333
orig,44,flow-2,root,A#,120,62,0.5166666666666667
orig,44,flow-2,root,B,120,16,0.1333333333333333
orig,44,flow-2,root,C,120,120,1.0
orig,44,flow-2,root,C#,120,117,0.975
orig,44,flow-2,root,D,120,120,1.0
orig,44,flow-2,root,D#,120,119,0.9916666666666668
orig,44,flow-2,root,E,120,115,0.9583333333333334
orig,44,flow-2,root,F,120,116,0.9666666666666668
orig,44,flow-2,root,F#,120,119,0.9916666666666668
orig,44,flow-2,root,G,120,92,0.7666666666666667
orig,44,flow-2,root,G#,120,88,0.7333333333333333
orig,45,test,quality,diminished,240,240,1.0
orig,45,test,quality,major,240,240,1.0
orig,45,test,quality,minor,240,240,1.0
orig,45,test,root,A,60,60,1.0
orig,45,test,root,A#,60,60,1.0
orig,45,test,root,B,60,60,1.0
orig,45,test,root,C,60,60,1.0
orig,45,test,root,C#,60,60,1.0
orig,45,test,root,D,60,60,1.0
orig,45,test,root,D#,60,60,1.0
orig,45,test,root,E,60,60,1.0
orig,45,test,root,F,60,60,1.0
orig,45,test,root,F#,60,60,1.0
orig,45,test,root,G,60,60,1.0
orig,45,test,root,G#,60,60,1.0
orig,45,val,quality,diminished,240,240,1.0
orig,45,val,quality,major,240,240,1.0
orig,45,val,quality,minor,240,240,1.0
orig,45,val,root,A,60,60,1.0
orig,45,val,root,A#,60,60,1.0
orig,45,val,root,B,60,60,1.0
orig,45,val,root,C,60,60,1.0
orig,45,val,root,C#,60,60,1.0
orig,45,val,root,D,60,60,1.0
orig,45,val,root,D#,60,60,1.0
orig,45,val,root,E,60,60,1.0
orig,45,val,root,F,60,60,1.0
orig,45,val,root,F#,60,60,1.0
orig,45,val,root,G,60,60,1.0
orig,45,val,root,G#,60,60,1.0
orig,45,thinkpad,quality,diminished,480,480,1.0
orig,45,thinkpad,quality,major,480,334,0.6958333333333333
orig,45,thinkpad,quality,minor,480,333,0.69375
orig,45,thinkpad,root,A,120,103,0.8583333333333333
orig,45,thinkpad,root,A#,120,117,0.975
orig,45,thinkpad,root,B,120,93,0.775
orig,45,thinkpad,root,C,120,120,1.0
orig,45,thinkpad,root,C#,120,108,0.9
orig,45,thinkpad,root,D,120,45,0.375
orig,45,thinkpad,root,D#,120,41,0.3416666666666667
orig,45,thinkpad,root,E,120,99,0.825
orig,45,thinkpad,root,F,120,65,0.5416666666666666
orig,45,thinkpad,root,F#,120,103,0.8583333333333333
orig,45,thinkpad,root,G,120,120,1.0
orig,45,thinkpad,root,G#,120,120,1.0
orig,45,vivo,quality,diminished,480,447,0.93125
orig,45,vivo,quality,major,480,479,0.9979166666666668
orig,45,vivo,quality,minor,480,479,0.9979166666666668
orig,45,vivo,root,A,120,120,1.0
orig,45,vivo,root,A#,120,120,1.0
orig,45,vivo,root,B,120,120,1.0
orig,45,vivo,root,C,120,120,1.0
orig,45,vivo,root,C#,120,120,1.0
orig,45,vivo,root,D,120,119,0.9916666666666668
orig,45,vivo,root,D#,120,119,0.9916666666666668
orig,45,vivo,root,E,120,119,0.9916666666666668
orig,45,vivo,root,F,120,120,1.0
orig,45,vivo,root,F#,120,120,1.0
orig,45,vivo,root,G,120,119,0.9916666666666668
orig,45,vivo,root,G#,120,120,1.0
orig,45,flow,quality,diminished,480,480,1.0
orig,45,flow,quality,major,480,474,0.9875
orig,45,flow,quality,minor,480,473,0.9854166666666668
orig,45,flow,root,A,120,120,1.0
orig,45,flow,root,A#,120,120,1.0
orig,45,flow,root,B,120,118,0.9833333333333332
orig,45,flow,root,C,120,120,1.0
orig,45,flow,root,C#,120,120,1.0
orig,45,flow,root,D,120,118,0.9833333333333332
orig,45,flow,root,D#,120,118,0.9833333333333332
orig,45,flow,root,E,120,118,0.9833333333333332
orig,45,flow,root,F,120,120,1.0
orig,45,flow,root,F#,120,120,1.0
orig,45,flow,root,G,120,119,0.9916666666666668
orig,45,flow,root,G#,120,118,0.9833333333333332
orig,45,thinkpad-2,quality,diminished,480,480,1.0
orig,45,thinkpad-2,quality,major,480,165,0.34375
orig,45,thinkpad-2,quality,minor,480,203,0.4229166666666666
orig,45,thinkpad-2,root,A,120,2,0.0166666666666666
orig,45,thinkpad-2,root,A#,120,32,0.2666666666666666
orig,45,thinkpad-2,root,B,120,0,0.0
orig,45,thinkpad-2,root,C,120,120,1.0
orig,45,thinkpad-2,root,C#,120,109,0.9083333333333332
orig,45,thinkpad-2,root,D,120,49,0.4083333333333333
orig,45,thinkpad-2,root,D#,120,97,0.8083333333333333
orig,45,thinkpad-2,root,E,120,101,0.8416666666666667
orig,45,thinkpad-2,root,F,120,59,0.4916666666666666
orig,45,thinkpad-2,root,F#,120,58,0.4833333333333333
orig,45,thinkpad-2,root,G,120,48,0.4
orig,45,thinkpad-2,root,G#,120,24,0.2
orig,45,flow-2,quality,diminished,480,480,1.0
orig,45,flow-2,quality,major,480,303,0.63125
orig,45,flow-2,quality,minor,480,369,0.76875
orig,45,flow-2,root,A,120,28,0.2333333333333333
orig,45,flow-2,root,A#,120,68,0.5666666666666667
orig,45,flow-2,root,B,120,2,0.0166666666666666
orig,45,flow-2,root,C,120,120,1.0
orig,45,flow-2,root,C#,120,117,0.975
orig,45,flow-2,root,D,120,119,0.9916666666666668
orig,45,flow-2,root,D#,120,119,0.9916666666666668
orig,45,flow-2,root,E,120,114,0.95
orig,45,flow-2,root,F,120,112,0.9333333333333332
orig,45,flow-2,root,F#,120,103,0.8583333333333333
orig,45,flow-2,root,G,120,89,0.7416666666666667
orig,45,flow-2,root,G#,120,71,0.5916666666666667
orig,46,test,quality,diminished,240,240,1.0
orig,46,test,quality,major,240,240,1.0
orig,46,test,quality,minor,240,240,1.0
orig,46,test,root,A,60,60,1.0
orig,46,test,root,A#,60,60,1.0
orig,46,test,root,B,60,60,1.0
orig,46,test,root,C,60,60,1.0
orig,46,test,root,C#,60,60,1.0
orig,46,test,root,D,60,60,1.0
orig,46,test,root,D#,60,60,1.0
orig,46,test,root,E,60,60,1.0
orig,46,test,root,F,60,60,1.0
orig,46,test,root,F#,60,60,1.0
orig,46,test,root,G,60,60,1.0
orig,46,test,root,G#,60,60,1.0
orig,46,val,quality,diminished,240,240,1.0
orig,46,val,quality,major,240,240,1.0
orig,46,val,quality,minor,240,240,1.0
orig,46,val,root,A,60,60,1.0
orig,46,val,root,A#,60,60,1.0
orig,46,val,root,B,60,60,1.0
orig,46,val,root,C,60,60,1.0
orig,46,val,root,C#,60,60,1.0
orig,46,val,root,D,60,60,1.0
orig,46,val,root,D#,60,60,1.0
orig,46,val,root,E,60,60,1.0
orig,46,val,root,F,60,60,1.0
orig,46,val,root,F#,60,60,1.0
orig,46,val,root,G,60,60,1.0
orig,46,val,root,G#,60,60,1.0
orig,46,thinkpad,quality,diminished,480,480,1.0
orig,46,thinkpad,quality,major,480,349,0.7270833333333333
orig,46,thinkpad,quality,minor,480,354,0.7375
orig,46,thinkpad,root,A,120,103,0.8583333333333333
orig,46,thinkpad,root,A#,120,119,0.9916666666666668
orig,46,thinkpad,root,B,120,112,0.9333333333333332
orig,46,thinkpad,root,C,120,120,1.0
orig,46,thinkpad,root,C#,120,112,0.9333333333333332
orig,46,thinkpad,root,D,120,48,0.4
orig,46,thinkpad,root,D#,120,44,0.3666666666666666
orig,46,thinkpad,root,E,120,102,0.85
orig,46,thinkpad,root,F,120,81,0.675
orig,46,thinkpad,root,F#,120,119,0.9916666666666668
orig,46,thinkpad,root,G,120,120,1.0
orig,46,thinkpad,root,G#,120,120,1.0
orig,46,vivo,quality,diminished,480,452,0.9416666666666668
orig,46,vivo,quality,major,480,480,1.0
orig,46,vivo,quality,minor,480,478,0.9958333333333332
orig,46,vivo,root,A,120,120,1.0
orig,46,vivo,root,A#,120,120,1.0
orig,46,vivo,root,B,120,120,1.0
orig,46,vivo,root,C,120,120,1.0
orig,46,vivo,root,C#,120,120,1.0
orig,46,vivo,root,D,120,120,1.0
orig,46,vivo,root,D#,120,118,0.9833333333333332
orig,46,vivo,root,E,120,115,0.9583333333333334
orig,46,vivo,root,F,120,120,1.0
orig,46,vivo,root,F#,120,120,1.0
orig,46,vivo,root,G,120,120,1.0
orig,46,vivo,root,G#,120,120,1.0
orig,46,flow,quality,diminished,480,480,1.0
orig,46,flow,quality,major,480,473,0.9854166666666668
orig,46,flow,quality,minor,480,474,0.9875
orig,46,flow,root,A,120,119,0.9916666666666668
orig,46,flow,root,A#,120,120,1.0
orig,46,flow,root,B,120,120,1.0
orig,46,flow,root,C,120,120,1.0
orig,46,flow,root,C#,120,120,1.0
orig,46,flow,root,D,120,118,0.9833333333333332
orig,46,flow,root,D#,120,118,0.9833333333333332
orig,46,flow,root,E,120,118,0.9833333333333332
orig,46,flow,root,F,120,120,1.0
orig,46,flow,root,F#,120,120,1.0
orig,46,flow,root,G,120,118,0.9833333333333332
orig,46,flow,root,G#,120,119,0.9916666666666668
orig,46,thinkpad-2,quality,diminished,480,480,1.0
